"","Datum","Warengruppe","Umsatz","wochentag","jahreszeit","holiday","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","spl"
"3376",2013-08-20,3,257.620799680939,"Tuesday","Sommer",FALSE,NA,7,17.775,8,61,TRUE
"3377",2013-08-21,3,271.133442105753,"Wednesday","Sommer",FALSE,NA,5,20.125,8,NA,TRUE
"3378",2013-08-22,3,229.323435589195,"Thursday","Sommer",FALSE,NA,4,21.6625,8,NA,TRUE
"3379",2013-08-23,3,260.926195756112,"Friday","Sommer",FALSE,NA,1,22.0375,14,NA,TRUE
"3380",2013-08-24,3,282.401869590288,"Saturday","Sommer",FALSE,NA,0,20.85,16,5,TRUE
"3381",2013-08-25,3,360.817001197227,"Sunday","Sommer",FALSE,NA,0,21.3875,16,5,TRUE
"3382",2013-08-26,3,244.936370498996,"Monday","Sommer",FALSE,NA,0,20.125,15,5,TRUE
"3383",2013-08-27,3,251.053043195831,"Tuesday","Sommer",FALSE,NA,1,21.0875,12,NA,TRUE
"3384",2013-08-28,3,225.878194718714,"Wednesday","Sommer",FALSE,NA,0,21.3,7,NA,TRUE
"3385",2013-08-30,3,184.252334847289,"Friday","Sommer",FALSE,NA,6,19.7875,8,5,TRUE
"3386",2013-09-01,3,239.545084070735,"Sunday","Herbst",FALSE,NA,7,15.8625,16,61,TRUE
"3387",2013-09-03,3,174.655491296255,"Tuesday","Herbst",FALSE,NA,7,18.225,11,21,TRUE
"3388",2013-09-05,3,155.795527807677,"Thursday","Herbst",FALSE,NA,0,21.7,8,NA,TRUE
"3389",2013-09-07,3,215.339022862711,"Saturday","Herbst",FALSE,NA,6,22.7625,7,NA,TRUE
"3390",2013-09-09,3,155.698998919682,"Monday","Herbst",FALSE,NA,8,11.575,11,63,TRUE
"3391",2013-09-10,3,186.631885480156,"Tuesday","Herbst",FALSE,NA,6,13.5875,11,65,TRUE
"3392",2013-09-11,3,156.993834222857,"Wednesday","Herbst",FALSE,NA,6,13.9,8,61,TRUE
"3393",2013-09-13,3,142.450922270702,"Friday","Herbst",FALSE,NA,6,17.4375,5,21,TRUE
"3394",2013-09-15,3,199.525819245624,"Sunday","Herbst",FALSE,NA,7,14.8625,10,21,TRUE
"3395",2013-09-17,3,121.601419092438,"Tuesday","Herbst",FALSE,NA,5,13.1375,10,63,TRUE
"3396",2013-09-18,3,123.430475306719,"Wednesday","Herbst",FALSE,NA,4,13.05,9,NA,TRUE
"3397",2013-09-19,3,127.595436733938,"Thursday","Herbst",FALSE,NA,5,14.8375,11,63,TRUE
"3398",2013-09-21,3,227.17812505778,"Saturday","Herbst",FALSE,NA,7,15.35,9,NA,TRUE
"3399",2013-09-22,3,216.025597526986,"Sunday","Herbst",FALSE,NA,6,17.1375,14,21,TRUE
"3400",2013-09-23,3,115.173949077037,"Monday","Herbst",FALSE,NA,7,17.3125,14,21,TRUE
"3401",2013-09-24,3,107.515311254663,"Tuesday","Herbst",FALSE,NA,8,15.7375,10,NA,TRUE
"3402",2013-09-26,3,111.331440019646,"Thursday","Herbst",FALSE,NA,1,12.9875,12,NA,TRUE
"3403",2013-09-27,3,102.187864090432,"Friday","Herbst",FALSE,NA,5,13.0125,8,21,TRUE
"3404",2013-09-28,3,247.995826181906,"Saturday","Herbst",FALSE,NA,0,13.1,8,NA,TRUE
"3405",2013-10-01,3,135.614594111775,"Tuesday","Herbst",FALSE,NA,0,12.9125,13,5,TRUE
"3406",2013-10-02,3,156.465804020451,"Wednesday","Herbst",FALSE,NA,1,12.7,10,NA,TRUE
"3407",2013-10-04,3,179.301551909794,"Friday","Herbst",FALSE,NA,5,11.2,8,63,TRUE
"3408",2013-10-05,3,225.910066727439,"Saturday","Herbst",FALSE,NA,7,15.575,8,20,TRUE
"3409",2013-10-06,3,225.346819831364,"Sunday","Herbst",FALSE,NA,7,15.25,6,NA,TRUE
"3410",2013-10-08,3,179.71807625926,"Tuesday","Herbst",FALSE,NA,6,15.1125,8,61,TRUE
"3411",2013-10-09,3,153.104643981133,"Wednesday","Herbst",FALSE,NA,7,14.3125,10,21,TRUE
"3412",2013-10-11,3,166.021960265633,"Friday","Herbst",FALSE,NA,7,13.8625,20,10,TRUE
"3413",2013-10-12,3,204.748697582742,"Saturday","Herbst",FALSE,NA,8,13.025,21,63,TRUE
"3414",2013-10-13,3,187.165299913108,"Sunday","Herbst",FALSE,NA,5,10.8625,5,NA,TRUE
"3415",2013-10-15,3,127.284237581592,"Tuesday","Herbst",FALSE,NA,7,10.6625,4,63,TRUE
"3416",2013-10-16,3,143.148086490441,"Wednesday","Herbst",FALSE,NA,8,12.275,7,NA,TRUE
"3417",2013-10-17,3,138.523531007126,"Thursday","Herbst",FALSE,NA,7,12,15,65,TRUE
"3418",2013-10-18,3,154.060413787211,"Friday","Herbst",FALSE,NA,1,9.075,9,NA,TRUE
"3419",2013-10-19,3,218.403804936665,"Saturday","Herbst",FALSE,NA,7,9.45,9,NA,TRUE
"3420",2013-10-20,3,184.738688804128,"Sunday","Herbst",FALSE,NA,7,15.1875,8,21,TRUE
"3421",2013-10-21,3,158.600060112572,"Monday","Herbst",FALSE,NA,7,14.2625,8,61,TRUE
"3422",2013-10-22,3,124.349835290535,"Tuesday","Herbst",FALSE,NA,2,17.6375,7,NA,TRUE
"3423",2013-10-23,3,127.206231759846,"Wednesday","Herbst",FALSE,NA,6,17.675,9,NA,TRUE
"3424",2013-10-26,3,189.242202262172,"Saturday","Herbst",FALSE,NA,5,16.775,10,21,TRUE
"3425",2013-10-28,3,133.336139828081,"Monday","Herbst",FALSE,NA,7,14.3625,29,63,TRUE
"3426",2013-10-30,3,130.066409188398,"Wednesday","Herbst",FALSE,NA,6,10.4375,10,61,TRUE
"3427",2013-11-02,3,196.1559913362,"Saturday","Herbst",FALSE,NA,8,8.8875,3,63,TRUE
"3428",2013-11-03,3,170.032963538546,"Sunday","Herbst",FALSE,NA,6,10.7,15,21,TRUE
"3429",2013-11-04,3,127.268329765293,"Monday","Herbst",FALSE,NA,7,6.8375,7,63,TRUE
"3430",2013-11-05,3,103.887044199963,"Tuesday","Herbst",FALSE,NA,4,8.9,12,61,TRUE
"3431",2013-11-08,3,101.771889831401,"Friday","Herbst",FALSE,NA,3,9.325,9,NA,TRUE
"3432",2013-11-09,3,136.287645125254,"Saturday","Herbst",FALSE,NA,5,7.7,16,63,TRUE
"3433",2013-11-10,3,190.963900511964,"Sunday","Herbst",FALSE,NA,2,6.9875,12,63,TRUE
"3434",2013-11-12,3,107.253206740507,"Tuesday","Herbst",FALSE,NA,7,5.9375,9,61,TRUE
"3435",2013-11-13,3,119.867748504171,"Wednesday","Herbst",FALSE,NA,1,8.8,12,0,TRUE
"3436",2013-11-14,3,69.8361305530764,"Thursday","Herbst",FALSE,NA,5,6.9375,9,21,TRUE
"3437",2013-11-15,3,93.6794869368266,"Friday","Herbst",FALSE,NA,7,6.45,6,21,TRUE
"3438",2013-11-17,3,219.230607681238,"Sunday","Herbst",FALSE,NA,2,8.8875,8,0,TRUE
"3439",2013-11-18,3,91.0125010507372,"Monday","Herbst",FALSE,NA,7,6.65,5,63,TRUE
"3440",2013-11-20,3,97.7892812341537,"Wednesday","Herbst",FALSE,NA,6,3.85,6,NA,TRUE
"3441",2013-11-21,3,101.903925231963,"Thursday","Herbst",FALSE,NA,2,3.275,8,10,TRUE
"3442",2013-11-22,3,93.0736046522105,"Friday","Herbst",FALSE,NA,7,5.375,10,21,TRUE
"3443",2013-11-23,3,174.47896691478,"Saturday","Herbst",FALSE,NA,3,4.9125,6,NA,TRUE
"3444",2013-11-24,3,256.642590494745,"Sunday","Herbst",FALSE,NA,0,4.6,16,NA,TRUE
"3445",2013-11-25,3,73.4033326848311,"Monday","Herbst",FALSE,NA,0,3.7,10,NA,TRUE
"3446",2013-11-26,3,102.058774564762,"Tuesday","Herbst",FALSE,NA,2,2.3125,6,NA,TRUE
"3447",2013-11-28,3,111.25498488686,"Thursday","Herbst",FALSE,NA,2,8.025,18,NA,TRUE
"3448",2013-11-29,3,98.1353983496204,"Friday","Herbst",FALSE,NA,8,5.9875,11,63,TRUE
"3449",2013-11-30,3,113.559536109209,"Saturday","Herbst",FALSE,NA,7,5.525,10,20,TRUE
"3450",2013-12-03,3,112.863485924238,"Tuesday","Winter",FALSE,NA,8,1.7125,6,28,TRUE
"3451",2013-12-04,3,118.598952445714,"Wednesday","Winter",FALSE,NA,7,5.85,11,63,TRUE
"3452",2013-12-07,3,116.79937370528,"Saturday","Winter",FALSE,NA,5,1,11,22,TRUE
"3453",2013-12-09,3,104.226092074174,"Monday","Winter",FALSE,NA,7,9.2375,10,45,TRUE
"3454",2013-12-10,3,112.124568350855,"Tuesday","Winter",FALSE,NA,7,7.1875,8,61,TRUE
"3455",2013-12-11,3,76.939456885603,"Wednesday","Winter",FALSE,NA,7,5.025,9,10,TRUE
"3456",2013-12-12,3,99.2007093905854,"Thursday","Winter",FALSE,NA,8,2.525,8,28,TRUE
"3457",2013-12-13,3,66.2056003249106,"Friday","Winter",FALSE,NA,7,3.5375,6,61,TRUE
"3458",2013-12-14,3,103.130500344652,"Saturday","Winter",FALSE,NA,7,3.0125,7,61,TRUE
"3459",2013-12-15,3,188.326403909678,"Sunday","Winter",FALSE,NA,8,7.925,12,61,TRUE
"3460",2013-12-16,3,72.9462694852638,"Monday","Winter",FALSE,NA,8,8.775,12,NA,TRUE
"3461",2013-12-17,3,88.8118459700858,"Tuesday","Winter",FALSE,NA,8,4.95,8,61,TRUE
"3462",2013-12-20,3,91.3320661013639,"Friday","Winter",FALSE,NA,7,5.2875,10,61,TRUE
"3463",2013-12-22,3,145.07834868862,"Sunday","Winter",FALSE,NA,7,8.1375,12,61,TRUE
"3464",2013-12-27,3,155.11961993256,"Friday","Winter",FALSE,NA,7,5.7625,15,63,TRUE
"3465",2013-12-30,3,187.939016759106,"Monday","Winter",FALSE,NA,4,4.75,11,10,TRUE
"3466",2013-12-31,3,192.198716551642,"Tuesday","Winter",TRUE,NA,4,5.0375,7,NA,TRUE
"3467",2014-01-03,3,99.6058148024772,"Friday","Winter",FALSE,NA,7,6.8375,10,63,TRUE
"3468",2014-01-04,3,176.104155461342,"Saturday","Winter",FALSE,NA,5,6.9375,11,NA,TRUE
"3469",2014-01-05,3,178.657856307418,"Sunday","Winter",FALSE,NA,7,6.1875,11,63,TRUE
"3470",2014-01-07,3,112.998810300322,"Tuesday","Winter",FALSE,NA,7,10.4375,13,NA,TRUE
"3471",2014-01-08,3,110.955888544422,"Wednesday","Winter",FALSE,NA,7,8.6375,15,63,TRUE
"3472",2014-01-09,3,83.9980788562239,"Thursday","Winter",FALSE,NA,7,9.6125,16,61,TRUE
"3473",2014-01-10,3,95.5815560630447,"Friday","Winter",FALSE,NA,7,6.6375,17,61,TRUE
"3474",2014-01-11,3,135.297629284998,"Saturday","Winter",FALSE,NA,7,5.5875,18,63,TRUE
"3475",2014-01-12,3,219.451253434072,"Sunday","Winter",FALSE,NA,2,5.525,16,21,TRUE
"3476",2014-01-13,3,91.9494027091745,"Monday","Winter",FALSE,NA,8,3.1375,10,69,TRUE
"3477",2014-01-14,3,122.777586804221,"Tuesday","Winter",FALSE,NA,6,4.225,6,28,TRUE
"3478",2014-01-16,3,96.8634711145641,"Thursday","Winter",FALSE,NA,8,2.7375,9,63,TRUE
"3479",2014-01-17,3,104.953877469258,"Friday","Winter",FALSE,NA,7,6.7375,4,61,TRUE
"3480",2014-01-18,3,120.949485978232,"Saturday","Winter",FALSE,NA,7,5.8875,8,61,TRUE
"3481",2014-01-19,3,201.951819155127,"Sunday","Winter",FALSE,NA,7,2.8625,19,10,TRUE
"3482",2014-01-20,3,113.234752934943,"Monday","Winter",FALSE,NA,8,0.3875,13,61,TRUE
"3483",2014-01-21,3,77.5553536704606,"Tuesday","Winter",FALSE,NA,7,-0.65,7,77,TRUE
"3484",2014-01-23,3,81.1028349597974,"Thursday","Winter",FALSE,NA,8,-3.1875,11,22,TRUE
"3485",2014-01-24,3,107.52760671402,"Friday","Winter",FALSE,NA,2,-5.1625,13,10,TRUE
"3486",2014-01-25,3,126.527150265602,"Saturday","Winter",FALSE,NA,5,-7.0375,8,NA,TRUE
"3487",2014-01-26,3,180.142333235844,"Sunday","Winter",FALSE,NA,1,-8.475,10,10,TRUE
"3488",2014-01-27,3,75.4459859682384,"Monday","Winter",FALSE,NA,5,0.7,9,69,TRUE
"3489",2014-01-28,3,75.4229619299912,"Tuesday","Winter",FALSE,NA,7,-0.2625,10,10,TRUE
"3490",2014-01-29,3,68.1785483682205,"Wednesday","Winter",FALSE,NA,7,-5.05,13,77,TRUE
"3491",2014-01-31,3,100.011817875289,"Friday","Winter",FALSE,NA,8,-3.6875,7,10,TRUE
"3492",2014-02-01,3,114.429951891346,"Saturday","Winter",FALSE,NA,7,3.225,10,63,TRUE
"3493",2014-02-03,3,90.3029340308988,"Monday","Winter",FALSE,NA,1,3.475,8,10,TRUE
"3494",2014-02-04,3,101.092269728102,"Tuesday","Winter",FALSE,NA,5,3.925,6,10,TRUE
"3495",2014-02-07,3,76.9602993993158,"Friday","Winter",FALSE,NA,7,8.475,15,63,TRUE
"3496",2014-02-08,3,149.955802485993,"Saturday","Winter",FALSE,NA,7,6.2875,12,61,TRUE
"3497",2014-02-09,3,160.76179807863,"Sunday","Winter",FALSE,NA,5,6.7125,15,63,TRUE
"3498",2014-02-10,3,109.588423918544,"Monday","Winter",FALSE,NA,2,6.6375,9,NA,TRUE
"3499",2014-02-11,3,73.9886604663427,"Tuesday","Winter",FALSE,NA,7,4.925,12,61,TRUE
"3500",2014-02-12,3,66.7127828373738,"Wednesday","Winter",FALSE,NA,4,6.1,13,10,TRUE
"3501",2014-02-14,3,94.3020113828986,"Friday","Winter",FALSE,NA,5,5.2125,9,10,TRUE
"3502",2014-02-16,3,177.142498376336,"Sunday","Winter",FALSE,NA,7,6.0625,17,63,TRUE
"3503",2014-02-17,3,102.644597942537,"Monday","Winter",FALSE,NA,0,6.6875,9,NA,TRUE
"3504",2014-02-18,3,100.927275343868,"Tuesday","Winter",FALSE,NA,7,7.8,8,10,TRUE
"3505",2014-02-19,3,70.6249007434564,"Wednesday","Winter",FALSE,NA,7,6.325,8,61,TRUE
"3506",2014-02-21,3,108.854131975822,"Friday","Winter",FALSE,NA,7,7.5125,11,61,TRUE
"3507",2014-02-23,3,193.554471815095,"Sunday","Winter",FALSE,NA,1,8.625,12,NA,TRUE
"3508",2014-02-24,3,108.430124488258,"Monday","Winter",FALSE,NA,1,9.4125,11,NA,TRUE
"3509",2014-02-25,3,108.939498064625,"Tuesday","Winter",FALSE,NA,1,10.475,7,NA,TRUE
"3510",2014-02-26,3,128.531264986325,"Wednesday","Winter",FALSE,NA,5,10.1875,8,NA,TRUE
"3511",2014-02-27,3,124.046174688955,"Thursday","Winter",FALSE,NA,1,8.8875,7,10,TRUE
"3512",2014-02-28,3,126.336309548451,"Friday","Winter",FALSE,NA,7,6.1875,6,61,TRUE
"3513",2014-03-01,3,198.690224507104,"Saturday","Frueling",FALSE,NA,2,5.075,9,10,TRUE
"3514",2014-03-02,3,216.454079253849,"Sunday","Frueling",FALSE,NA,6,6.5625,9,10,TRUE
"3515",2014-03-03,3,135.701798900913,"Monday","Frueling",FALSE,NA,0,9.1875,10,5,TRUE
"3516",2014-03-05,3,118.308239334894,"Wednesday","Frueling",FALSE,NA,7,4.6875,7,28,TRUE
"3517",2014-03-06,3,110.011978248391,"Thursday","Frueling",FALSE,NA,3,8.925,9,10,TRUE
"3518",2014-03-07,3,120.373696996274,"Friday","Frueling",FALSE,NA,6,11.275,10,5,TRUE
"3519",2014-03-10,3,112.794099599255,"Monday","Frueling",FALSE,NA,0,15.8,9,NA,TRUE
"3520",2014-03-11,3,118.436643402473,"Tuesday","Frueling",FALSE,NA,0,7.85,9,NA,TRUE
"3521",2014-03-12,3,116.929079432661,"Wednesday","Frueling",FALSE,NA,0,10.2125,8,0,TRUE
"3522",2014-03-13,3,112.905736442376,"Thursday","Frueling",FALSE,NA,0,13.375,10,NA,TRUE
"3523",2014-03-14,3,124.458118600583,"Friday","Frueling",FALSE,NA,1,9.6125,10,NA,TRUE
"3524",2014-03-16,3,111.822263295225,"Sunday","Frueling",FALSE,NA,7,9.3375,24,61,TRUE
"3525",2014-03-17,3,124.597166174611,"Monday","Frueling",FALSE,NA,7,9.5875,18,61,TRUE
"3526",2014-03-18,3,101.817031593089,"Tuesday","Frueling",FALSE,NA,7,9.6875,16,21,TRUE
"3527",2014-03-19,3,123.100077090268,"Wednesday","Frueling",FALSE,NA,7,9.45,18,61,TRUE
"3528",2014-03-20,3,134.121055636733,"Thursday","Frueling",FALSE,NA,0,16.2625,13,NA,TRUE
"3529",2014-03-21,3,116.384010751598,"Friday","Frueling",FALSE,NA,7,6.8875,14,63,TRUE
"3530",2014-03-22,3,219.403158616365,"Saturday","Frueling",FALSE,NA,5,8.85,11,63,TRUE
"3531",2014-03-23,3,161.390262011678,"Sunday","Frueling",FALSE,NA,4,8.3625,10,NA,TRUE
"3532",2014-03-24,3,136.254540386182,"Monday","Frueling",FALSE,NA,3,7.5625,7,NA,TRUE
"3533",2014-03-25,3,101.627143801847,"Tuesday","Frueling",FALSE,NA,2,7.725,10,21,TRUE
"3534",2014-03-26,3,102.514588286972,"Wednesday","Frueling",FALSE,NA,5,7.85,11,21,TRUE
"3535",2014-03-27,3,106.499230569624,"Thursday","Frueling",FALSE,NA,6,5.1,12,NA,TRUE
"3536",2014-03-28,3,132.839281058574,"Friday","Frueling",FALSE,NA,8,5.4,12,10,TRUE
"3537",2014-03-29,3,197.333675027563,"Saturday","Frueling",FALSE,NA,3,9.375,8,10,TRUE
"3538",2014-03-30,3,158.401753894457,"Sunday","Frueling",FALSE,NA,0,11.2625,8,28,TRUE
"3539",2014-03-31,3,122.158056434949,"Monday","Frueling",FALSE,NA,7,7.4375,4,45,TRUE
"3540",2014-04-01,3,136.757939715278,"Tuesday","Frueling",FALSE,NA,8,5.7625,13,10,TRUE
"3541",2014-04-02,3,122.274399264469,"Wednesday","Frueling",FALSE,NA,2,12.45,8,10,TRUE
"3542",2014-04-03,3,134.055860641411,"Thursday","Frueling",FALSE,NA,3,7.6125,15,10,TRUE
"3543",2014-04-04,3,115.557770684235,"Friday","Frueling",FALSE,NA,6,6.45,15,0,TRUE
"3544",2014-04-05,3,192.693454800978,"Saturday","Frueling",FALSE,NA,8,9.825,5,61,TRUE
"3545",2014-04-06,3,179.59924292824,"Sunday","Frueling",FALSE,NA,7,12.1875,8,63,TRUE
"3546",2014-04-07,3,177.997097273513,"Monday","Frueling",FALSE,NA,7,15.7875,10,63,TRUE
"3547",2014-04-08,3,147.639998607765,"Tuesday","Frueling",FALSE,NA,7,9.8125,19,61,TRUE
"3548",2014-04-10,3,139.443674153022,"Thursday","Frueling",FALSE,NA,7,9.75,4,NA,TRUE
"3549",2014-04-12,3,241.849822382462,"Saturday","Frueling",FALSE,NA,4,11.2,12,0,TRUE
"3550",2014-04-13,3,198.033088214577,"Sunday","Frueling",FALSE,NA,6,11.0125,21,NA,TRUE
"3551",2014-04-15,3,190.120642033098,"Tuesday","Frueling",FALSE,NA,0,9.9125,15,NA,TRUE
"3552",2014-04-16,3,198.969950489909,"Wednesday","Frueling",FALSE,NA,0,11.3625,9,NA,TRUE
"3553",2014-04-17,3,214.383480919186,"Thursday","Frueling",FALSE,NA,5,14.4,14,NA,TRUE
"3554",2014-04-19,3,273.491937842767,"Saturday","Frueling",FALSE,NA,1,11.125,13,5,TRUE
"3555",2014-04-20,3,274.182299457511,"Sunday","Frueling",FALSE,NA,0,13.875,15,5,TRUE
"3556",2014-04-21,3,298.187238978591,"Monday","Frueling",TRUE,NA,4,13.425,15,0,TRUE
"3557",2014-04-22,3,182.98384854032,"Tuesday","Frueling",FALSE,NA,3,15.45,10,10,TRUE
"3558",2014-04-24,3,167.084247067964,"Thursday","Frueling",FALSE,NA,8,9.175,11,NA,TRUE
"3559",2014-04-25,3,166.559313065076,"Friday","Frueling",FALSE,NA,0,13.5625,12,NA,TRUE
"3560",2014-04-26,3,199.626205406704,"Saturday","Frueling",FALSE,NA,0,15.45,11,NA,TRUE
"3561",2014-04-28,3,134.855002124095,"Monday","Frueling",FALSE,NA,0,15.8875,11,NA,TRUE
"3562",2014-04-29,3,152.025502640473,"Tuesday","Frueling",FALSE,NA,0,18.0875,8,0,TRUE
"3563",2014-04-30,3,154.434645162314,"Wednesday","Frueling",FALSE,NA,3,18,8,NA,TRUE
"3564",2014-05-06,3,113.629663759254,"Tuesday","Frueling",FALSE,NA,7,15.775,9,NA,TRUE
"3565",2014-05-08,3,123.776673695357,"Thursday","Frueling",FALSE,NA,7,12.45,10,63,TRUE
"3566",2014-05-09,3,145.894157572286,"Friday","Frueling",FALSE,NA,6,12.3875,10,61,TRUE
"3567",2014-05-10,3,166.329341490019,"Saturday","Frueling",FALSE,NA,7,13.275,12,61,TRUE
"3568",2014-05-11,3,160.191203395938,"Sunday","Frueling",FALSE,NA,7,11.5625,12,63,TRUE
"3569",2014-05-13,3,118.976012937567,"Tuesday","Frueling",FALSE,NA,7,11.5625,15,21,TRUE
"3570",2014-05-14,3,127.483930182396,"Wednesday","Frueling",FALSE,NA,7,11.5625,16,NA,TRUE
"3571",2014-05-15,3,124.638931817625,"Thursday","Frueling",FALSE,NA,2,13.7875,8,NA,TRUE
"3572",2014-05-16,3,161.947276175832,"Friday","Frueling",FALSE,NA,5,13.8875,9,NA,TRUE
"3573",2014-05-17,3,225.148891508595,"Saturday","Frueling",FALSE,NA,0,16.625,8,0,TRUE
"3574",2014-05-18,3,209.615126303356,"Sunday","Frueling",FALSE,NA,4,16.5125,13,NA,TRUE
"3575",2014-05-19,3,132.991806725831,"Monday","Frueling",FALSE,NA,6,13.7625,8,61,TRUE
"3576",2014-05-20,3,142.282852833497,"Tuesday","Frueling",FALSE,NA,0,20.725,12,NA,TRUE
"3577",2014-05-22,3,105.985885216141,"Thursday","Frueling",FALSE,NA,0,26.375,8,NA,TRUE
"3578",2014-05-23,3,157.533819763355,"Friday","Frueling",FALSE,NA,7,18.0125,12,65,TRUE
"3579",2014-05-24,3,196.118993968548,"Saturday","Frueling",FALSE,NA,2,17.9625,8,NA,TRUE
"3580",2014-05-25,3,216.640710498117,"Sunday","Frueling",FALSE,NA,2,20.4625,11,NA,TRUE
"3581",2014-05-26,3,138.556265702698,"Monday","Frueling",FALSE,NA,0,19.9625,13,NA,TRUE
"3582",2014-05-27,3,142.345521877251,"Tuesday","Frueling",FALSE,NA,7,12.8875,21,21,TRUE
"3583",2014-05-29,3,254.295074075867,"Thursday","Frueling",TRUE,NA,4,12.7,14,NA,TRUE
"3584",2014-05-31,3,292.141593675945,"Saturday","Frueling",FALSE,NA,3,15.9125,15,NA,TRUE
"3585",2014-06-01,3,238.147667385848,"Sunday","Sommer",FALSE,NA,7,13.825,6,21,TRUE
"3586",2014-06-02,3,142.068446650007,"Monday","Sommer",FALSE,NA,0,17.625,9,NA,TRUE
"3587",2014-06-04,3,140.565721107956,"Wednesday","Sommer",FALSE,NA,1,21.4875,14,NA,TRUE
"3588",2014-06-07,3,294.192956500557,"Saturday","Sommer",FALSE,NA,0,17.9625,8,NA,TRUE
"3589",2014-06-08,3,280.533351180996,"Sunday","Sommer",FALSE,NA,6,22.1,12,21,TRUE
"3590",2014-06-09,3,304.46367931484,"Monday","Sommer",TRUE,NA,0,20.6625,10,NA,TRUE
"3591",2014-06-10,3,171.161365845674,"Tuesday","Sommer",FALSE,NA,1,25.7875,9,NA,TRUE
"3592",2014-06-11,3,178.135623154436,"Wednesday","Sommer",FALSE,NA,7,20.5,8,61,TRUE
"3593",2014-06-12,3,169.739600653923,"Thursday","Sommer",FALSE,NA,4,19.55,12,NA,TRUE
"3594",2014-06-13,3,193.49931955084,"Friday","Sommer",FALSE,NA,7,17.45,18,21,TRUE
"3595",2014-06-14,3,226.966709069792,"Saturday","Sommer",FALSE,NA,1,18.9125,13,NA,TRUE
"3596",2014-06-15,3,241.106204197457,"Sunday","Sommer",FALSE,NA,0,19.275,8,NA,TRUE
"3597",2014-06-16,3,172.158776127598,"Monday","Sommer",FALSE,NA,6,18.3125,10,0,TRUE
"3598",2014-06-17,3,157.995568575297,"Tuesday","Sommer",FALSE,NA,1,20.375,7,NA,TRUE
"3599",2014-06-18,3,153.068714255789,"Wednesday","Sommer",FALSE,NA,3,19.3,13,NA,TRUE
"3600",2014-06-19,3,142.515967193978,"Thursday","Sommer",FALSE,NA,7,15.2875,19,21,TRUE
"3601",2014-06-20,3,196.162148829113,"Friday","Sommer",FALSE,NA,7,15.9875,16,NA,TRUE
"3602",2014-06-22,3,256.961787120751,"Sunday","Sommer",FALSE,1,5,15.7,19,NA,TRUE
"3603",2014-06-23,3,190.742545388738,"Monday","Sommer",FALSE,1,4,16.5,17,NA,TRUE
"3604",2014-06-25,3,177.06025159912,"Wednesday","Sommer",FALSE,1,0,18.4375,10,NA,TRUE
"3605",2014-06-26,3,231.944214454895,"Thursday","Sommer",FALSE,1,6,17.575,8,63,TRUE
"3606",2014-06-28,3,396.51241111032,"Saturday","Sommer",FALSE,1,6,16.9625,6,95,TRUE
"3607",2014-06-29,3,288.960776618001,"Sunday","Sommer",FALSE,1,7,17.3125,8,61,TRUE
"3608",2014-06-30,3,199.516734222146,"Monday","Sommer",FALSE,NA,3,18.3375,12,NA,TRUE
"3609",2014-07-02,3,221.64426829774,"Wednesday","Sommer",FALSE,NA,6,17.1125,15,NA,TRUE
"3610",2014-07-03,3,153.536797218509,"Thursday","Sommer",FALSE,NA,7,20.4,9,NA,TRUE
"3611",2014-07-04,3,173.627443141051,"Friday","Sommer",FALSE,NA,0,26.9375,10,NA,TRUE
"3612",2014-07-05,3,264.250346671558,"Saturday","Sommer",FALSE,NA,6,24.5875,10,65,TRUE
"3613",2014-07-06,3,233.465594390411,"Sunday","Sommer",FALSE,NA,5,25.2375,6,NA,TRUE
"3614",2014-07-07,3,178.249125100998,"Monday","Sommer",FALSE,NA,5,20.8,10,NA,TRUE
"3615",2014-07-09,3,228.11907513824,"Wednesday","Sommer",FALSE,NA,0,24.65,24,5,TRUE
"3616",2014-07-10,3,223.619119116075,"Thursday","Sommer",FALSE,NA,0,24.757142,18,0,TRUE
"3617",2014-07-11,3,247.381838869973,"Friday","Sommer",FALSE,NA,1,22.9375,18,NA,TRUE
"3618",2014-07-12,3,320.066241689833,"Saturday","Sommer",FALSE,NA,0,20.375,12,NA,TRUE
"3619",2014-07-13,3,273.940757145142,"Sunday","Sommer",FALSE,NA,7,18.6,10,61,TRUE
"3620",2014-07-15,3,264.734551298798,"Tuesday","Sommer",FALSE,NA,6,22.2625,9,NA,TRUE
"3621",2014-07-17,3,279.755391379459,"Thursday","Sommer",FALSE,NA,4,22.7625,7,NA,TRUE
"3622",2014-07-18,3,320.693452457975,"Friday","Sommer",FALSE,NA,1,26.05,10,NA,TRUE
"3623",2014-07-20,3,339.902049984209,"Sunday","Sommer",FALSE,NA,3,24.3125,15,NA,TRUE
"3624",2014-07-21,3,229.035975623008,"Monday","Sommer",FALSE,NA,0,23.4875,19,5,TRUE
"3625",2014-07-23,3,287.633615174458,"Wednesday","Sommer",FALSE,NA,0,25,14,NA,TRUE
"3626",2014-07-24,3,299.289482451215,"Thursday","Sommer",FALSE,NA,0,24.8375,11,NA,TRUE
"3627",2014-07-25,3,272.241080478593,"Friday","Sommer",FALSE,NA,0,26.325,18,NA,TRUE
"3628",2014-07-27,3,336.702952875535,"Sunday","Sommer",FALSE,NA,3,25.55,12,21,TRUE
"3629",2014-07-28,3,288.502420604966,"Monday","Sommer",FALSE,NA,0,24.7625,7,NA,TRUE
